transaction_id,order_date,customer_state,customer_city,category,subcategory,brand,final_amount_inr,quantity,discount_percent,payment_method,is_prime_member,festival_name,order_month,order_year,order_quarter,customer_rating,return_status
TXN_2022_00079523,2022-08-25,Kerala,Kochi,electronics,Smartphones,Samsung,73088.04,1,18.18,Credit Card,True,Onam + Ganesh Chaturthi,8,2022,3,4.0,Delivered
TXN_2023_00116734,2023-12-04,Telangana,Hyderabad,electronics,Smartphones,Samsung,71884.95,1,0.0,UPI,True,Karthigai Deepam,12,2023,4,4.340115371,Delivered
TXN_2025_00073088,2025-12-08,Kerala,Kochi,electronics,Smartphones,Samsung,56969.39,1,0.0,UPI,True,Christmas,12,2025,4,5.0,Delivered
TXN_2023_00036554,2023-04-18,Karnataka,Bengaluru,electronics,Smartphones,Samsung,83502.05,1,0.0,Wallet,True,Ramadan + Thrissur Pooram,4,2023,2,4.340115371,Delivered
TXN_2023_00078581,2023-09-17,Telangana,Hyderabad,electronics,Smartphones,Samsung,83502.05,1,0.0,UPI,True,Ganesh Chaturthi,9,2023,3,4.5,Returned
TXN_2022_00003925,2022-01-13,Andhra Pradesh,Visakhapatnam,electronics,Smartphones,Samsung,100996.67,1,0.0,Credit Card,True,Pongal,1,2022,1,4.27529669,Delivered
TXN_2023_00002793,2023-01-01,Andhra Pradesh,Visakhapatnam,electronics,Smartphones,Samsung,149492.69,2,20.47,UPI,True,Pongal + Vaikunta Ekadasi,1,2023,1,5.0,Delivered
TXN_2022_00080476,2022-09-06,Karnataka,Bengaluru,electronics,Smartphones,Samsung,100996.67,1,0.0,UPI,True,Onam,9,2022,3,5.0,Cancelled
TXN_2024_00070853,2024-08-18,Andhra Pradesh,Visakhapatnam,electronics,Smartphones,Samsung,78636.92,1,5.39,UPI,True,Ganesh Chaturthi,8,2024,3,4.0,Delivered
TXN_2024_00061700,2024-07-14,Kerala,Kochi,electronics,Smartphones,Samsung,109305.92,2,34.25,Wallet,True,Back to School,7,2024,3,5.0,Delivered
TXN_2025_00006113,2025-01-01,Telangana,Hyderabad,electronics,Smartphones,Samsung,89228.1,1,0.0,UPI,True,Pongal + Vaikunta Ekadasi,1,2025,1,4.5,Delivered
TXN_2024_00100308,2024-11-28,Tamil Nadu,Coimbatore,electronics,Smartphones,Samsung,85246.13,1,16.5,COD,True,Karthigai Deepam,11,2024,4,4.0,Delivered
TXN_2022_00106753,2022-11-17,Tamil Nadu,Chennai,electronics,Smartphones,Samsung,67163.79,1,26.74,UPI,True,Karthigai Deepam,11,2022,4,4.340115371,Delivered
TXN_2023_00019527,2023-02-09,Tamil Nadu,Coimbatore,electronics,Smartphones,Samsung,85311.56,1,0.0,UPI,True,No Festival,2,2023,1,4.27529669,Delivered
TXN_2024_00027633,2024-04-21,Karnataka,Bengaluru,electronics,Smartphones,Samsung,232064.16,3,0.0,UPI,True,No Festival,4,2024,2,4.340115371,Delivered
TXN_2022_00029415,2022-03-01,Telangana,Hyderabad,electronics,Smartphones,Samsung,135359.82,2,26.0,Debit Card,True,Holi Festival,3,2022,1,3.5,Returned
TXN_2024_00080885,2024-09-18,Karnataka,Bengaluru,electronics,Smartphones,Samsung,231521.46,3,0.0,COD,True,No Festival,9,2024,3,4.5,Delivered
TXN_2024_00016925,2024-02-14,Karnataka,Bengaluru,electronics,Smartphones,Samsung,47972.39,1,43.55,UPI,True,Valentine Sale,2,2024,1,4.0,Delivered
TXN_2025_00008861,2025-02-17,Tamil Nadu,Chennai,electronics,Smartphones,Samsung,74283.07,1,0.0,UPI,True,Ramadan,2,2025,1,5.0,Delivered
TXN_2023_00115108,2023-12-12,Andhra Pradesh,Visakhapatnam,electronics,Smartphones,Samsung,93731.65,1,0.0,UPI,True,Christmas,12,2023,4,4.5,Delivered
TXN_2022_00034862,2022-04-14,Tamil Nadu,Chennai,electronics,Smartphones,Samsung,80588.85,1,19.99,UPI,True,Ramadan + Vishu Puthandu + Thrissur Pooram,4,2022,2,4.0,Delivered
TXN_2024_00068507,2024-08-05,Telangana,Hyderabad,electronics,Smartphones,Samsung,98747.32,1,16.69,UPI,True,Varalakshmi Vratam,8,2024,3,5.0,Delivered
TXN_2022_00107702,2022-11-02,Karnataka,Bengaluru,electronics,Smartphones,Samsung,271798.76,3,35.51,Credit Card,True,Diwali Sale,11,2022,4,4.0,Delivered
TXN_2023_00112190,2023-12-23,Telangana,Hyderabad,electronics,Smartphones,Samsung,231479.03,2,9.13,UPI,True,Christmas,12,2023,4,4.340115371,Delivered
TXN_2024_00110242,2024-12-10,Karnataka,Bengaluru,electronics,Smartphones,Samsung,346450.23,3,0.0,UPI,True,Christmas,12,2024,4,4.5,Delivered
TXN_2022_00016747,2022-02-15,Karnataka,Bengaluru,electronics,Smartphones,Samsung,136867.13,1,0.0,Credit Card,True,No Festival,2,2022,1,4.340115371,Delivered
TXN_2023_00078208,2023-09-11,Karnataka,Bengaluru,electronics,Smartphones,Samsung,127362.24,1,0.0,UPI,True,Ganesh Chaturthi,9,2023,3,4.5,Delivered
TXN_2021_00101704,2021-10-27,Karnataka,Bengaluru,electronics,Smartphones,Samsung,68034.33,1,60.7,COD,True,Diwali Sale,10,2021,4,5.0,Delivered
TXN_2025_00037402,2025-07-04,Karnataka,Bengaluru,electronics,Smartphones,Samsung,91652.96,1,26.61,Credit Card,True,Back to School,7,2025,3,4.340115371,Delivered
TXN_2023_00039750,2023-05-04,Karnataka,Bengaluru,electronics,Smartphones,Samsung,65313.68,1,58.55,UPI,True,Summer Sale,5,2023,2,4.340115371,Delivered
TXN_2024_00079994,2024-09-03,Tamil Nadu,Coimbatore,electronics,Smartphones,Samsung,114396.09,1,19.3,UPI,True,Onam + Ganesh Chaturthi,9,2024,3,4.0,Delivered
TXN_2021_00089842,2021-09-16,Karnataka,Bengaluru,electronics,Smartphones,Samsung,197364.28,1,0.0,Net Banking,True,No Festival,9,2021,3,4.340115371,Delivered
TXN_2021_00032808,2021-04-18,Karnataka,Bengaluru,electronics,Smartphones,Samsung,161885.89,1,17.98,UPI,True,Ramadan + Thrissur Pooram,4,2021,2,4.0,Delivered
TXN_2022_00120911,2022-12-16,Tamil Nadu,Chennai,electronics,Smartphones,Samsung,42715.88,1,0.0,UPI,True,Christmas,12,2022,4,4.5,Delivered
TXN_2023_00030629,2023-04-09,Tamil Nadu,Chennai,electronics,Smartphones,Samsung,39749.43,1,0.0,COD,True,Ramadan + Vishu Puthandu + Thrissur Pooram,4,2023,2,4.5,Delivered
TXN_2022_00009151,2022-01-01,Tamil Nadu,Chennai,electronics,Smartphones,Samsung,41580.29,1,0.0,UPI,True,Pongal + Vaikunta Ekadasi,1,2022,1,4.0,Delivered
TXN_2025_00001154,2025-01-20,Telangana,Hyderabad,electronics,Smartphones,Samsung,36010.66,3,60.85,UPI,True,Republic Day Sale,1,2025,1,3.5,Delivered
TXN_2021_00013381,2021-02-24,Telangana,Hyderabad,electronics,Smartphones,Samsung,49536.25,1,6.12,Credit Card,True,No Festival,2,2021,1,4.340115371,Delivered
TXN_2022_00064663,2022-07-10,Tamil Nadu,Chennai,electronics,Smartphones,Samsung,21014.43,1,49.62,UPI,True,Back to School,7,2022,3,4.0,Delivered
TXN_2023_00055622,2023-06-08,Kerala,Kochi,electronics,Smartphones,Samsung,30880.0,1,0.0,UPI,True,No Festival,6,2023,2,4.27529669,Delivered
TXN_2024_00062015,2024-07-03,Tamil Nadu,Chennai,electronics,Smartphones,Samsung,10697.63,1,61.79,Debit Card,True,Back to School,7,2024,3,4.5,Delivered
TXN_2025_00057281,2025-10-28,Andhra Pradesh,Visakhapatnam,electronics,Smartphones,Samsung,16164.92,1,33.95,UPI,True,Diwali Sale,10,2025,4,4.0,Delivered
TXN_2025_00029484,2025-06-14,Kerala,Kochi,electronics,Smartphones,Samsung,32979.17,2,6.12,UPI,True,No Festival,6,2025,2,4.5,Delivered
TXN_2023_00009404,2023-01-08,Tamil Nadu,Chennai,electronics,Smartphones,Samsung,43034.05,1,0.0,UPI,True,Pongal,1,2023,1,4.5,Delivered
TXN_2021_00095837,2021-10-27,Tamil Nadu,Chennai,electronics,Smartphones,Samsung,30613.47,1,47.66,COD,True,Diwali Sale,10,2021,4,4.5,Delivered
TXN_2021_00027263,2021-03-16,Tamil Nadu,Chennai,electronics,Smartphones,Samsung,25928.98,1,0.0,UPI,True,No Festival,3,2021,1,4.340115371,Delivered
TXN_2022_00115406,2022-11-10,Karnataka,Bengaluru,electronics,Smartphones,Samsung,19161.92,1,6.52,UPI,True,No Festival,11,2022,4,5.0,Delivered
TXN_2022_00003368,2022-01-21,Kerala,Kochi,electronics,Smartphones,Samsung,27047.16,2,34.03,UPI,True,Republic Day Sale,1,2022,1,5.0,Delivered
TXN_2024_00105235,2024-11-15,Kerala,Kochi,electronics,Smartphones,OnePlus,41906.06,1,21.71,Credit Card,True,Karthigai Deepam,11,2024,4,4.27529669,Delivered
TXN_2023_00037481,2023-04-10,Tamil Nadu,Chennai,electronics,Smartphones,OnePlus,180146.01,3,0.0,UPI,True,Ramadan + Vishu Puthandu + Thrissur Pooram,4,2023,2,5.0,Delivered
TXN_2025_00009523,2025-02-07,Tamil Nadu,Coimbatore,electronics,Smartphones,OnePlus,46002.74,1,0.0,UPI,True,No Festival,2,2025,1,4.27529669,Delivered
TXN_2025_00027216,2025-05-19,Telangana,Hyderabad,electronics,Smartphones,OnePlus,138008.22,3,0.0,BNPL,True,No Festival,5,2025,2,3.5,Delivered
TXN_2024_00058251,2024-07-12,Karnataka,Bengaluru,electronics,Smartphones,OnePlus,34504.09,1,35.54,Debit Card,True,Back to School,7,2024,3,4.340115371,Delivered
TXN_2021_00065769,2021-07-03,Tamil Nadu,Chennai,electronics,Smartphones,OnePlus,57875.05,1,31.54,COD,True,Back to School,7,2021,3,4.340115371,Delivered
TXN_2021_00070829,2021-07-24,Karnataka,Bengaluru,electronics,Smartphones,OnePlus,84537.28,1,0.0,Debit Card,True,No Festival,7,2021,3,4.340115371,Delivered
TXN_2024_00048665,2024-06-08,Karnataka,Bengaluru,electronics,Smartphones,OnePlus,53525.2,1,0.0,Debit Card,True,No Festival,6,2024,2,4.340115371,Delivered
TXN_2021_00069425,2021-07-05,Tamil Nadu,Chennai,electronics,Smartphones,OnePlus,28123.08,1,66.73,COD,True,Back to School,7,2021,3,5.0,Delivered
TXN_2024_00066546,2024-08-13,Karnataka,Bengaluru,electronics,Smartphones,OnePlus,66601.63,1,12.04,UPI,True,Varalakshmi Vratam,8,2024,3,5.0,Delivered
TXN_2023_00069309,2023-08-04,Tamil Nadu,Chennai,electronics,Smartphones,OnePlus,51641.77,1,0.0,UPI,True,Varalakshmi Vratam,8,2023,3,4.5,Delivered
TXN_2024_00107649,2024-12-18,Kerala,Kochi,electronics,Smartphones,OnePlus,46031.6,1,0.0,UPI,True,Christmas,12,2024,4,3.5,Delivered
TXN_2024_00049249,2024-06-21,Tamil Nadu,Coimbatore,electronics,Smartphones,OnePlus,11040.87,1,65.02,UPI,True,Back to School,6,2024,2,4.27529669,Delivered
TXN_2022_00106714,2022-11-30,Karnataka,Bengaluru,electronics,Smartphones,OnePlus,66082.6,1,24.36,Debit Card,True,Karthigai Deepam,11,2022,4,4.340115371,Delivered
TXN_2023_00013901,2023-02-04,Karnataka,Bengaluru,electronics,Smartphones,OnePlus,58876.39,1,26.31,Debit Card,True,No Festival,2,2023,1,5.0,Delivered
TXN_2023_00061599,2023-07-18,Tamil Nadu,Chennai,electronics,Smartphones,OnePlus,35352.61,1,25.29,Net Banking,True,No Festival,7,2023,3,4.0,Returned
TXN_2025_00012477,2025-03-03,Karnataka,Bengaluru,electronics,Smartphones,OnePlus,24395.86,1,32.7,UPI,True,Holi Festival + Ramadan,3,2025,1,5.0,Delivered
TXN_2022_00025235,2022-03-03,Karnataka,Bengaluru,electronics,Smartphones,OnePlus,20016.99,1,61.31,BNPL,True,Holi Festival,3,2022,1,4.5,Delivered
TXN_2022_00046464,2022-05-14,Tamil Nadu,Chennai,electronics,Smartphones,OnePlus,76724.93,2,25.86,COD,True,Summer Sale,5,2022,2,4.5,Delivered
TXN_2021_00106382,2021-10-26,Tamil Nadu,Chennai,electronics,Smartphones,OnePlus,36899.68,1,44.61,Net Banking,True,Diwali Sale,10,2021,4,4.340115371,Delivered
TXN_2022_00129780,2022-12-06,Karnataka,Bengaluru,electronics,Smartphones,OnePlus,85085.98,1,0.0,Credit Card,True,Christmas,12,2022,4,4.0,Delivered
TXN_2022_00092437,2022-10-07,Tamil Nadu,Chennai,electronics,Smartphones,OnePlus,75735.35,1,10.99,COD,True,Diwali,10,2022,4,4.340115371,Delivered
TXN_2025_00016306,2025-03-07,Tamil Nadu,Chennai,electronics,Smartphones,OnePlus,30032.9,1,49.62,COD,True,Holi Festival + Ramadan,3,2025,1,4.340115371,Delivered
TXN_2022_00070927,2022-08-05,Telangana,Hyderabad,electronics,Smartphones,OnePlus,65010.81,1,23.59,COD,True,Varalakshmi Vratam,8,2022,3,5.0,Delivered
TXN_2024_00091776,2024-10-16,Tamil Nadu,Chennai,electronics,Smartphones,OnePlus,25256.4,1,63.59,Credit Card,True,Diwali Sale,10,2024,4,4.340115371,Delivered
TXN_2024_00085556,2024-10-07,Telangana,Hyderabad,electronics,Smartphones,OnePlus,61188.47,1,0.0,Credit Card,True,Navratri Dussehra,10,2024,4,4.340115371,Delivered
TXN_2024_00067465,2024-08-01,Karnataka,Bengaluru,electronics,Smartphones,OnePlus,44291.83,1,27.61,UPI,True,Varalakshmi Vratam,8,2024,3,4.5,Delivered
TXN_2024_00054622,2024-06-16,Tamil Nadu,Chennai,electronics,Smartphones,OnePlus,18291.05,1,59.11,UPI,True,Back to School,6,2024,2,5.0,Delivered
TXN_2023_00050557,2023-06-12,Kerala,Kochi,electronics,Smartphones,OnePlus,44557.79,1,11.21,UPI,True,No Festival,6,2023,2,4.5,Delivered
TXN_2024_00010024,2024-02-22,Karnataka,Bengaluru,electronics,Smartphones,OnePlus,89464.14,2,0.0,COD,True,Ramadan,2,2024,1,5.0,Delivered
TXN_2025_00010009,2025-02-02,Andhra Pradesh,Visakhapatnam,electronics,Smartphones,OnePlus,47788.22,1,0.0,Debit Card,True,No Festival,2,2025,1,4.0,Delivered
TXN_2023_00040937,2023-05-28,Karnataka,Bengaluru,electronics,Smartphones,OnePlus,62379.3,1,0.0,Credit Card,True,No Festival,5,2023,2,4.340115371,Delivered
TXN_2021_00118804,2021-11-29,Karnataka,Bengaluru,electronics,Smartphones,OnePlus,62976.7,1,28.29,Debit Card,True,Karthigai Deepam,11,2021,4,3.5,Delivered
TXN_2022_00099033,2022-10-12,Telangana,Hyderabad,electronics,Smartphones,OnePlus,204631.92,3,0.0,Credit Card,True,Diwali,10,2022,4,4.5,Delivered
TXN_2024_00114130,2024-12-20,Tamil Nadu,Chennai,electronics,Smartphones,Xiaomi,26674.03,2,27.95,UPI,True,Christmas,12,2024,4,5.0,Delivered
TXN_2023_00001755,2023-01-18,Tamil Nadu,Chennai,electronics,Smartphones,Xiaomi,25738.16,1,0.0,UPI,True,Pongal,1,2023,1,4.340115371,Delivered
TXN_2022_00038828,2022-04-27,Karnataka,Bengaluru,electronics,Smartphones,Xiaomi,28144.21,1,0.0,UPI,True,Ramadan,4,2022,2,5.0,Returned
TXN_2024_00029269,2024-04-28,Karnataka,Bengaluru,electronics,Smartphones,Xiaomi,21785.58,1,0.0,COD,True,No Festival,4,2024,2,4.340115371,Delivered
TXN_2023_00105182,2023-11-26,Karnataka,Bengaluru,electronics,Smartphones,Xiaomi,28806.91,1,21.25,COD,True,Karthigai Deepam,11,2023,4,5.0,Delivered
TXN_2022_00100648,2022-10-28,Andhra Pradesh,Visakhapatnam,electronics,Smartphones,Xiaomi,62781.87,2,20.74,UPI,True,Diwali Sale,10,2022,4,4.5,Delivered
TXN_2022_00033394,2022-04-05,Tamil Nadu,Chennai,electronics,Smartphones,Xiaomi,39604.45,1,0.0,Debit Card,True,Ramadan + Vishu Puthandu + Thrissur Pooram,4,2022,2,5.0,Delivered
TXN_2022_00025034,2022-03-16,Karnataka,Bengaluru,electronics,Smartphones,Xiaomi,37342.16,1,5.71,UPI,True,Ugadi + Ramadan,3,2022,1,4.340115371,Delivered
TXN_2022_00114680,2022-11-15,Karnataka,Bengaluru,electronics,Smartphones,Xiaomi,32197.31,1,0.0,UPI,True,Karthigai Deepam,11,2022,4,4.340115371,Delivered
TXN_2024_00120399,2024-12-25,Kerala,Kochi,electronics,Smartphones,Xiaomi,53626.34,2,0.0,UPI,True,Christmas,12,2024,4,4.27529669,Delivered
TXN_2023_00012256,2023-02-27,Karnataka,Bengaluru,electronics,Smartphones,Xiaomi,33530.17,2,23.02,Net Banking,True,No Festival,2,2023,1,4.340115371,Delivered
TXN_2022_00002744,2022-01-22,Kerala,Kochi,electronics,Smartphones,Xiaomi,42083.69,2,42.25,Wallet,True,Republic Day Sale,1,2022,1,4.0,Delivered
TXN_2023_00064457,2023-07-22,Tamil Nadu,Chennai,electronics,Smartphones,Xiaomi,27473.73,1,0.0,UPI,True,No Festival,7,2023,3,5.0,Delivered
TXN_2022_00095850,2022-10-08,Tamil Nadu,Chennai,electronics,Smartphones,Xiaomi,56085.92,2,0.0,BNPL,True,Diwali,10,2022,4,4.5,Delivered
TXN_2023_00121205,2023-12-15,Tamil Nadu,Chennai,electronics,Smartphones,Xiaomi,76936.71,3,0.0,UPI,True,Christmas,12,2023,4,4.340115371,Returned
TXN_2023_00029124,2023-04-17,Tamil Nadu,Coimbatore,electronics,Smartphones,Xiaomi,21891.24,1,14.64,UPI,True,Ramadan + Thrissur Pooram,4,2023,2,4.5,Delivered
TXN_2024_00062776,2024-07-15,Tamil Nadu,Chennai,electronics,Smartphones,Xiaomi,11770.43,1,48.51,UPI,True,Prime Day,7,2024,3,4.340115371,Delivered
TXN_2024_00012746,2024-02-13,Andhra Pradesh,Visakhapatnam,electronics,Smartphones,Motorola,3124.52,1,63.63,UPI,True,Valentine Sale,2,2024,1,4.27529669,Delivered
TXN_2022_00114978,2022-11-09,Kerala,Kochi,electronics,Smartphones,Motorola,20118.45,1,9.06,UPI,True,No Festival,11,2022,4,4.0,Delivered
TXN_2023_00092781,2023-10-06,Kerala,Kochi,electronics,Smartphones,Motorola,19993.29,1,0.0,UPI,True,Navratri Dussehra,10,2023,4,4.27529669,Delivered
TXN_2022_00012211,2022-02-02,Karnataka,Bengaluru,electronics,Smartphones,Motorola,21862.3,1,0.0,Credit Card,True,No Festival,2,2022,1,4.340115371,Delivered
TXN_2023_00026461,2023-03-13,Kerala,Kochi,electronics,Smartphones,Motorola,7776.49,1,62.05,Debit Card,True,Holi Festival + Ugadi + Ramadan,3,2023,1,4.5,Delivered
TXN_2021_00122084,2021-12-08,Karnataka,Bengaluru,electronics,Smartphones,Motorola,24299.48,1,15.77,UPI,True,Christmas,12,2021,4,4.5,Delivered
TXN_2025_00061401,2025-11-12,Andhra Pradesh,Visakhapatnam,electronics,Smartphones,Motorola,15698.13,1,0.0,UPI,True,No Festival,11,2025,4,4.27529669,Delivered
TXN_2023_00053058,2023-06-02,Tamil Nadu,Coimbatore,electronics,Smartphones,Motorola,61473.63,3,0.0,Debit Card,True,No Festival,6,2023,2,4.5,Delivered
TXN_2024_00014486,2024-02-14,Tamil Nadu,Chennai,electronics,Smartphones,Apple,83160.22,1,50.95,UPI,True,Valentine Sale,2,2024,1,5.0,Delivered
TXN_2025_00047548,2025-09-07,Telangana,Hyderabad,electronics,Smartphones,Apple,118778.95,1,0.0,UPI,True,No Festival,9,2025,3,4.5,Delivered
TXN_2025_00074787,2025-12-26,Karnataka,Bengaluru,electronics,Smartphones,Apple,110133.05,1,0.0,Credit Card,True,No Festival,12,2025,4,5.0,Delivered
TXN_2024_00003339,2024-01-17,Telangana,Hyderabad,electronics,Smartphones,Apple,119940.17,1,0.0,UPI,True,Pongal,1,2024,1,4.340115371,Cancelled
TXN_2024_00069600,2024-08-20,Kerala,Kochi,electronics,Smartphones,Apple,119940.17,1,0.0,UPI,True,Ganesh Chaturthi,8,2024,3,5.0,Delivered
TXN_2025_00019061,2025-04-27,Telangana,Hyderabad,electronics,Smartphones,Apple,104830.89,1,0.0,UPI,True,No Festival,4,2025,2,5.0,Delivered
TXN_2024_00035700,2024-04-30,Telangana,Hyderabad,electronics,Smartphones,Apple,116790.97,1,0.0,Credit Card,True,No Festival,4,2024,2,4.340115371,Delivered
TXN_2024_00119720,2024-12-27,Tamil Nadu,Chennai,electronics,Smartphones,Apple,116790.97,1,0.0,UPI,True,No Festival,12,2024,4,4.0,Delivered
TXN_2023_00047364,2023-05-21,Karnataka,Bengaluru,electronics,Smartphones,Apple,144872.82,1,0.0,COD,True,No Festival,5,2023,2,4.5,Delivered
TXN_2022_00114206,2022-11-30,Karnataka,Bengaluru,electronics,Smartphones,Apple,150677.1,1,0.0,UPI,True,Karthigai Deepam,11,2022,4,4.5,Delivered
TXN_2021_00084075,2021-09-29,Tamil Nadu,Chennai,electronics,Smartphones,Apple,82513.31,1,63.4,Credit Card,True,Amazon Great Indian Festival + Navratri Dussehra,9,2021,3,4.5,Delivered
TXN_2021_00135519,2021-12-17,Tamil Nadu,Coimbatore,electronics,Smartphones,Apple,225441.25,1,0.0,Net Banking,True,Christmas,12,2021,4,5.0,Delivered
TXN_2022_00011644,2022-02-07,Kerala,Kochi,electronics,Smartphones,Apple,190091.76,1,10.79,Credit Card,True,No Festival,2,2022,1,4.27529669,Delivered
TXN_2024_00028502,2024-04-15,Tamil Nadu,Coimbatore,electronics,Smartphones,Apple,105122.33,1,0.0,UPI,True,Thrissur Pooram,4,2024,2,4.27529669,Delivered
TXN_2023_00115887,2023-12-14,Telangana,Hyderabad,electronics,Smartphones,Apple,115935.4,1,0.0,Credit Card,True,Christmas,12,2023,4,5.0,Delivered
TXN_2024_00015012,2024-02-22,Karnataka,Bengaluru,electronics,Smartphones,Apple,75914.19,1,27.78,BNPL,True,Ramadan,2,2024,1,4.0,Delivered
TXN_2023_00091293,2023-10-26,Andhra Pradesh,Visakhapatnam,electronics,Smartphones,Apple,107689.69,2,53.56,COD,True,Diwali Sale,10,2023,4,4.27529669,Delivered
TXN_2021_00008670,2021-01-09,Karnataka,Bengaluru,electronics,Smartphones,Apple,315174.4,2,0.0,COD,True,Pongal,1,2021,1,5.0,Delivered
TXN_2021_00059584,2021-06-24,Tamil Nadu,Chennai,electronics,Smartphones,Apple,66944.78,1,57.52,Debit Card,True,Back to School,6,2021,2,5.0,Delivered
TXN_2022_00029319,2022-03-01,Tamil Nadu,Chennai,electronics,Smartphones,Apple,65964.2,1,58.38,UPI,True,Holi Festival,3,2022,1,5.0,Delivered
TXN_2023_00005932,2023-01-09,Telangana,Hyderabad,electronics,Smartphones,Apple,126487.42,1,12.26,Debit Card,True,Pongal,1,2023,1,4.0,Delivered
